POLYGON ((-179.9999 -89.9999,-179.9999 -0.0,0 0,-0.0 -89.9999,-179.9999 -89.9999))
POLYGON ((10.195306835937497 52.294863769531247,10.195306835937497 52.382754296875,10.371087988281248 52.382754296875,10.371087988281248 52.294863769531247,10.195306835937497 52.294863769531247))
POLYGON ((10.371087988281248 52.294863769531247,10.371087988281248 52.382754296875,10.546869140624997 52.382754296875,10.546869140624997 52.294863769531247,10.371087988281248 52.294863769531247))
POLYGON ((10.546869140624997 52.031192187499997,10.546869140624997 52.382754296875,11.24999375 52.382754296875,11.24999375 52.031192187499997,10.546869140624997 52.031192187499997))
POLYGON ((9.843744531249998 52.382754296875,9.843744531249998 52.734316406250002,10.546869140624997 52.734316406250002,10.546869140624997 52.382754296875,9.843744531249998 52.382754296875))
POLYGON ((10.546869140624997 52.382754296875,10.546869140624997 52.734316406250002,11.24999375 52.734316406250002,11.24999375 52.382754296875,10.546869140624997 52.382754296875))
POLYGON ((8.437495312499998 52.734316406250002,8.437495312499998 52.910097460937514,8.789057617187497 52.910097460937514,8.789057617187497 52.734316406250002,8.437495312499998 52.734316406250002))
POLYGON ((8.789057617187497 52.734316406250002,8.789057617187497 52.910097460937514,9.140619921874997 52.910097460937514,9.140619921874997 52.734316406250002,8.789057617187497 52.734316406250002))
POLYGON ((8.437495312499998 52.910097460937514,8.437495312499998 53.085878515625005,8.789057617187497 53.085878515625005,8.789057617187497 52.910097460937514,8.437495312499998 52.910097460937514))
POLYGON ((8.789057617187497 52.910097460937514,8.789057617187497 53.085878515625005,9.140619921874997 53.085878515625005,9.140619921874997 52.910097460937514,8.789057617187497 52.910097460937514))
POLYGON ((9.140619921874997 52.734316406250002,9.140619921874997 53.085878515625005,9.843744531249998 53.085878515625005,9.843744531249998 52.734316406250002,9.140619921874997 52.734316406250002))
POLYGON ((8.437495312499998 53.085878515625005,8.437495312499998 53.261659570312503,8.789057617187497 53.261659570312503,8.789057617187497 53.085878515625005,8.437495312499998 53.085878515625005))
POLYGON ((8.789057617187497 53.085878515625005,8.789057617187497 53.261659570312503,9.140619921874997 53.261659570312503,9.140619921874997 53.085878515625005,8.789057617187497 53.085878515625005))
POLYGON ((8.437495312499998 53.261659570312503,8.437495312499998 53.43744062499999,8.789057617187497 53.43744062499999,8.789057617187497 53.261659570312503,8.437495312499998 53.261659570312503))
POLYGON ((8.789057617187497 53.261659570312503,8.789057617187497 53.43744062499999,9.140619921874997 53.43744062499999,9.140619921874997 53.261659570312503,8.789057617187497 53.261659570312503))
POLYGON ((9.140619921874997 53.085878515625005,9.140619921874997 53.43744062499999,9.843744531249998 53.43744062499999,9.843744531249998 53.085878515625005,9.140619921874997 53.085878515625005))
POLYGON ((9.843744531249998 52.734316406250002,9.843744531249998 53.085878515625005,10.546869140624997 53.085878515625005,10.546869140624997 52.734316406250002,9.843744531249998 52.734316406250002))
POLYGON ((10.546869140624997 52.734316406250002,10.546869140624997 53.085878515625005,11.24999375 53.085878515625005,11.24999375 52.734316406250002,10.546869140624997 52.734316406250002))
POLYGON ((9.843744531249998 53.085878515625005,9.843744531249998 53.43744062499999,10.546869140624997 53.43744062499999,10.546869140624997 53.085878515625005,9.843744531249998 53.085878515625005))
POLYGON ((10.546869140624997 53.085878515625005,10.546869140624997 53.43744062499999,11.24999375 53.43744062499999,11.24999375 53.085878515625005,10.546869140624997 53.085878515625005))
POLYGON ((-0.0 53.43744062499999,-0.0 56.2499375,5.624996875 56.2499375,5.624996875 53.43744062499999,-0.0 53.43744062499999))
POLYGON ((5.624996875 53.43744062499999,5.624996875 54.140564843749992,7.031246093749999 54.140564843749992,7.031246093749999 53.43744062499999,5.624996875 53.43744062499999))
POLYGON ((7.031246093749999 53.43744062499999,7.031246093749999 53.789002734374989,7.734370703125 53.789002734374989,7.734370703125 53.43744062499999,7.031246093749999 53.43744062499999))
POLYGON ((7.734370703125 53.43744062499999,7.734370703125 53.789002734374989,8.437495312499998 53.789002734374989,8.437495312499998 53.43744062499999,7.734370703125 53.43744062499999))
POLYGON ((7.031246093749999 53.789002734374989,7.031246093749999 54.140564843749992,7.734370703125 54.140564843749992,7.734370703125 53.789002734374989,7.031246093749999 53.789002734374989))
POLYGON ((7.734370703125 53.789002734374989,7.734370703125 54.140564843749992,8.437495312499998 54.140564843749992,8.437495312499998 53.789002734374989,7.734370703125 53.789002734374989))
POLYGON ((5.624996875 54.140564843749992,5.624996875 54.843689062499983,7.031246093749999 54.843689062499983,7.031246093749999 54.140564843749992,5.624996875 54.140564843749992))
POLYGON ((7.031246093749999 54.140564843749992,7.031246093749999 54.843689062499983,8.437495312499998 54.843689062499983,8.437495312499998 54.140564843749992,7.031246093749999 54.140564843749992))
POLYGON ((8.437495312499998 53.43744062499999,8.437495312499998 53.789002734374989,9.140619921874997 53.789002734374989,9.140619921874997 53.43744062499999,8.437495312499998 53.43744062499999))
POLYGON ((9.140619921874997 53.43744062499999,9.140619921874997 53.789002734374989,9.843744531249998 53.789002734374989,9.843744531249998 53.43744062499999,9.140619921874997 53.43744062499999))
POLYGON ((8.437495312499998 53.789002734374989,8.437495312499998 54.140564843749985,9.140619921874997 54.140564843749985,9.140619921874997 53.789002734374989,8.437495312499998 53.789002734374989))
POLYGON ((9.140619921874997 53.789002734374989,9.140619921874997 54.140564843749985,9.843744531249998 54.140564843749985,9.843744531249998 53.789002734374989,9.140619921874997 53.789002734374989))
POLYGON ((9.843744531249998 53.43744062499999,9.843744531249998 53.525331152343739,10.019525683593749 53.525331152343739,10.019525683593749 53.43744062499999,9.843744531249998 53.43744062499999))
POLYGON ((10.019525683593749 53.43744062499999,10.019525683593749 53.525331152343739,10.195306835937497 53.525331152343739,10.195306835937497 53.43744062499999,10.019525683593749 53.43744062499999))
POLYGON ((9.843744531249998 53.525331152343739,9.843744531249998 53.569276416015612,9.931635107421872 53.569276416015612,9.931635107421872 53.525331152343739,9.843744531249998 53.525331152343739))
POLYGON ((9.931635107421872 53.525331152343739,9.931635107421872 53.569276416015612,10.019525683593749 53.569276416015612,10.019525683593749 53.525331152343739,9.931635107421872 53.525331152343739))
POLYGON ((9.843744531249998 53.569276416015612,9.843744531249998 53.613221679687491,9.931635107421872 53.613221679687491,9.931635107421872 53.569276416015612,9.843744531249998 53.569276416015612))
POLYGON ((9.931635107421872 53.569276416015612,9.931635107421872 53.613221679687491,10.019525683593749 53.613221679687491,10.019525683593749 53.569276416015612,9.931635107421872 53.569276416015612))
POLYGON ((10.019525683593749 53.525331152343739,10.019525683593749 53.613221679687491,10.195306835937497 53.613221679687491,10.195306835937497 53.525331152343739,10.019525683593749 53.525331152343739))
POLYGON ((10.195306835937497 53.43744062499999,10.195306835937497 53.613221679687491,10.546869140624997 53.613221679687491,10.546869140624997 53.43744062499999,10.195306835937497 53.43744062499999))
POLYGON ((9.843744531249998 53.613221679687491,9.843744531249998 53.789002734374989,10.195306835937497 53.789002734374989,10.195306835937497 53.613221679687491,9.843744531249998 53.613221679687491))
POLYGON ((10.195306835937497 53.613221679687491,10.195306835937497 53.789002734374989,10.546869140624997 53.789002734374989,10.546869140624997 53.613221679687491,10.195306835937497 53.613221679687491))
POLYGON ((10.546869140624997 53.43744062499999,10.546869140624997 53.789002734374989,11.24999375 53.789002734374989,11.24999375 53.43744062499999,10.546869140624997 53.43744062499999))
POLYGON ((9.843744531249998 53.789002734374989,9.843744531249998 54.140564843749985,10.546869140624997 54.140564843749985,10.546869140624997 53.789002734374989,9.843744531249998 53.789002734374989))
POLYGON ((10.546869140624997 53.789002734374989,10.546869140624997 54.140564843749985,11.24999375 54.140564843749985,11.24999375 53.789002734374989,10.546869140624997 53.789002734374989))
POLYGON ((8.437495312499998 54.140564843749985,8.437495312499998 54.492126953124973,9.140619921874997 54.492126953124973,9.140619921874997 54.140564843749985,8.437495312499998 54.140564843749985))
POLYGON ((9.140619921874997 54.140564843749985,9.140619921874997 54.492126953124973,9.843744531249998 54.492126953124973,9.843744531249998 54.140564843749985,9.140619921874997 54.140564843749985))
POLYGON ((8.437495312499998 54.492126953124973,8.437495312499998 54.843689062499983,9.140619921874997 54.843689062499983,9.140619921874997 54.492126953124973,8.437495312499998 54.492126953124973))
POLYGON ((9.140619921874997 54.492126953124973,9.140619921874997 54.843689062499983,9.843744531249998 54.843689062499983,9.843744531249998 54.492126953124973,9.140619921874997 54.492126953124973))
POLYGON ((9.843744531249998 54.140564843749985,9.843744531249998 54.492126953124973,10.546869140624999 54.492126953124973,10.546869140624999 54.140564843749985,9.843744531249998 54.140564843749985))
POLYGON ((10.546869140624999 54.140564843749985,10.546869140624999 54.492126953124973,11.24999375 54.492126953124973,11.24999375 54.140564843749985,10.546869140624999 54.140564843749985))
POLYGON ((9.843744531249998 54.492126953124973,9.843744531249998 54.843689062499983,10.546869140624999 54.843689062499983,10.546869140624999 54.492126953124973,9.843744531249998 54.492126953124973))
POLYGON ((10.546869140624999 54.492126953124973,10.546869140624999 54.843689062499983,11.24999375 54.843689062499983,11.24999375 54.492126953124973,10.546869140624999 54.492126953124973))
POLYGON ((5.624996875 54.843689062499983,5.624996875 56.2499375,8.437495312499998 56.2499375,8.437495312499998 54.843689062499983,5.624996875 54.843689062499983))
POLYGON ((8.437495312499998 54.843689062499983,8.437495312499998 55.195251171874986,9.140619921874999 55.195251171874986,9.140619921874999 54.843689062499983,8.437495312499998 54.843689062499983))
POLYGON ((9.140619921874999 54.843689062499983,9.140619921874999 55.195251171874986,9.84374453125 55.195251171874986,9.84374453125 54.843689062499983,9.140619921874999 54.843689062499983))
POLYGON ((8.437495312499998 55.195251171874986,8.437495312499998 55.546813281249989,9.140619921874999 55.546813281249989,9.140619921874999 55.195251171874986,8.437495312499998 55.195251171874986))
POLYGON ((9.140619921874999 55.195251171874986,9.140619921874999 55.546813281249989,9.84374453125 55.546813281249989,9.84374453125 55.195251171874986,9.140619921874999 55.195251171874986))
POLYGON ((9.84374453125 54.843689062499983,9.84374453125 55.195251171874986,10.546869140624999 55.195251171874986,10.546869140624999 54.843689062499983,9.84374453125 54.843689062499983))
POLYGON ((10.546869140624999 54.843689062499983,10.546869140624999 55.195251171874986,11.24999375 55.195251171874986,11.24999375 54.843689062499983,10.546869140624999 54.843689062499983))
POLYGON ((9.84374453125 55.195251171874986,9.84374453125 55.371032226562491,10.195306835937499 55.371032226562491,10.195306835937499 55.195251171874986,9.84374453125 55.195251171874986))
POLYGON ((10.195306835937499 55.195251171874986,10.195306835937499 55.371032226562491,10.546869140624999 55.371032226562491,10.546869140624999 55.195251171874986,10.195306835937499 55.195251171874986))
POLYGON ((9.84374453125 55.371032226562491,9.84374453125 55.546813281249989,10.195306835937499 55.546813281249989,10.195306835937499 55.371032226562491,9.84374453125 55.371032226562491))
POLYGON ((10.195306835937499 55.371032226562491,10.195306835937499 55.458922753906236,10.371087988281248 55.458922753906236,10.371087988281248 55.371032226562491,10.195306835937499 55.371032226562491))
POLYGON ((10.371087988281248 55.371032226562491,10.371087988281248 55.458922753906236,10.546869140624999 55.458922753906236,10.546869140624999 55.371032226562491,10.371087988281248 55.371032226562491))
POLYGON ((10.195306835937499 55.458922753906236,10.195306835937499 55.546813281249989,10.371087988281248 55.546813281249989,10.371087988281248 55.458922753906236,10.195306835937499 55.458922753906236))
POLYGON ((10.371087988281248 55.458922753906236,10.371087988281248 55.546813281249989,10.546869140624999 55.546813281249989,10.546869140624999 55.458922753906236,10.371087988281248 55.458922753906236))
POLYGON ((10.546869140624999 55.195251171874986,10.546869140624999 55.546813281249989,11.24999375 55.546813281249989,11.24999375 55.195251171874986,10.546869140624999 55.195251171874986))
POLYGON ((8.437495312499998 55.546813281249989,8.437495312499998 55.898375390624992,9.140619921874999 55.898375390624992,9.140619921874999 55.546813281249989,8.437495312499998 55.546813281249989))
POLYGON ((9.140619921874999 55.546813281249989,9.140619921874999 55.722594335937494,9.492182226562498 55.722594335937494,9.492182226562498 55.546813281249989,9.140619921874999 55.546813281249989))
POLYGON ((9.492182226562498 55.546813281249989,9.492182226562498 55.722594335937494,9.84374453125 55.722594335937494,9.84374453125 55.546813281249989,9.492182226562498 55.546813281249989))
POLYGON ((9.140619921874999 55.722594335937494,9.140619921874999 55.898375390624992,9.492182226562498 55.898375390624992,9.492182226562498 55.722594335937494,9.140619921874999 55.722594335937494))
POLYGON ((9.492182226562498 55.722594335937494,9.492182226562498 55.898375390624992,9.84374453125 55.898375390624992,9.84374453125 55.722594335937494,9.492182226562498 55.722594335937494))
POLYGON ((8.437495312499998 55.898375390624992,8.437495312499998 56.2499375,9.140619921874999 56.2499375,9.140619921874999 55.898375390624992,8.437495312499998 55.898375390624992))
